1.0,95341.0,1.9,1.0,188.0,6.266666666666667e-05,1.9870707070707075e-06,0.0,1.5864121620242838e-12,1.2595285475225578e-06,1.9870707070706986e-06,0.8138297872340425,0.0851063829787234,0.031914893617021274,0.005319148936170213,0.02127659574468085,0.026595744680851064,0.0,0.0,0.0,0.005319148936170213,0.005319148936170213,0.0,0.0,0.0,0.005319148936170213,0.01,0.01,0.01,0.01,0.023000000000000114,-1.8847844625453198,0.06687475845730925,0.2586015438030277,-0.004430997240481502,0.08991316902617062,0.008084377964328728,2.0,2.0,2.0,3.0,6.0,3.4103993628399136,5.0297633824559655,25.298519683494874,51215.200000000004,165350.8,295146.0,461284.2,677606.0,334834.9849546931,48198.81956904264,55577503677.1357,235748.8147947635,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0006311803008429706,0.011146769858896732,0.0001342899041007468,0.00889495573937893,0.09431307017803192,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0006447453051805496,0.01021933276206255,0.0,0.0077575454488396645,0.08807692676782608,7.229629581235349,22.364574893657117,40.85611375182634,66.75290231818799,196.38680344363667,3610.262644376596,1393070946.672941,37323.86564482491
1.0,27435.0,1.9,1.0,144.0,4.8e-05,1.7814141414141415e-06,1.0899530659904846e-06,8.121275788184879e-13,9.011812130856301e-07,1.7814141414141374e-06,0.6736111111111112,0.1388888888888889,0.0763888888888889,0.041666666666666664,0.027777777777777776,0.0,0.006944444444444444,0.006944444444444444,0.0,0.006944444444444444,0.006944444444444444,0.006944444444444444,0.0,0.006944444444444444,0.0,0.01,0.01,0.01,0.02,0.04,-1.6366639915701116,0.10502949610385375,0.32408254520083885,-0.018614513501669164,0.02320345023701155,0.0005384001029014713,2.0,2.0,3.0,4.0,7.000000000000001,3.761655011655012,2.8382841258753393,8.055856779195938,52927.0,166317.99999999997,296768.0,446195.0,684361.6000000001,332990.83902303636,54263.691045680935,54493774965.41955,233439.0176586158,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0008783486555330455,0.01436937041580677,0.00016555228744274584,0.011586776003241539,0.10764189064502716,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0011223343899473548,0.00968532357364893,0.0,0.005765287205576897,0.07592948526144028,8.553963823977393,28.172007575130554,51.69054143544054,91.45908775654388,310.847741019261,4918.451552666589,1859096235.2197084,43117.23826058098
1.0,89217.0,1.9,1.0,232.0,7.733333333333333e-05,2.857777777777778e-06,2.172069850080114e-06,2.972480794476756e-12,1.724088395203899e-06,2.857777777777763e-06,0.7456896551724138,0.10344827586206896,0.04741379310344827,0.03017241379310345,0.01293103448275862,0.008620689655172414,0.008620689655172414,0.004310344827586207,0.008620689655172414,0.004310344827586207,0.008620689655172414,0.004310344827586207,0.0,0.004310344827586207,0.008620689655172414,0.01,0.01,0.01,0.01,0.039000000000000055,-1.8929097371995385,0.15747023449272607,0.39682519387348136,-0.007464728368087095,0.06763137454293912,0.004574002822567314,2.0,2.0,2.0,3.0,8.0,3.8004926108374386,3.6810711585781974,13.550284874516233,52507.0,165984.0,297966.0,466153.0,703674.0,341560.07158155786,44181.35029087796,58788891509.0332,242464.20665540142,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0010741138830780983,0.011656416580080986,0.000151329057794843,0.007603099569678307,0.0871957540512085,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0009565309737809002,0.010055683553218842,0.0,0.006745039019733667,0.08212818950414658,8.157228799595032,25.98412800807273,48.86399314296432,82.5757608297863,350.3683076458983,4235.481585924343,1412518376.6601796,37583.48542458748
1.0,43606.0,1.9,1.0,286.0,9.533333333333334e-05,3.853063973063973e-06,2.7019900392635608e-06,7.95049782221769e-12,2.8196627142652525e-06,3.853063973063953e-06,0.7062937062937062,0.12937062937062938,0.05944055944055944,0.03496503496503497,0.006993006993006993,0.013986013986013986,0.0034965034965034965,0.0,0.006993006993006993,0.006993006993006993,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.024475524475524476,0.01,0.01,0.01,0.01,0.04,-1.981079977112477,0.07460433341290916,0.273137938435709,-0.006709702434880765,0.07765407260153362,0.006030154991604254,2.0,2.0,2.0,4.0,8.0,5.565157649368175,11.89393039617164,141.46558026897566,51815.0,160971.0,288629.0,435913.5,669832.5,325974.2623011196,57177.24183788815,52739515104.042946,229650.85478622315,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0011477271327748895,0.011261683888733387,0.0001590718777308925,0.0077086142264306545,0.08779871463775635,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0012484395410865545,0.010331503115594387,0.0,0.006601519417017698,0.08124973624944687,8.374604576121783,26.846393045474542,50.54720875338535,87.21415595899452,366.7499012078042,3522.950319568602,1104266198.1504486,33230.50102165853
1.0,26049.0,1.9,1.0,199.0,6.633333333333334e-05,2.6221548821548818e-06,1.7597471820922916e-06,3.5564236257071275e-12,1.8858482509754403e-06,2.6221548821548703e-06,0.6733668341708543,0.19095477386934673,0.04020100502512563,0.005025125628140704,0.035175879396984924,0.010050251256281407,0.01507537688442211,0.010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,0.020100502512562814,0.01,0.01,0.01,0.02,0.03,-1.732935634204221,0.2771549386426115,0.5264550680187355,-0.012811346661407234,0.042221884676815966,0.001782687545662347,2.0,2.0,3.0,3.0,7.000000000000001,4.257753413532308,5.642952053768222,31.842907881126994,49402.6,159274.2,295259.0,441974.99999999994,690586.6,332466.33596477914,47086.071500956175,56560343845.34743,237824.1868384026,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0008783486555330455,0.012512369081377983,0.00016378263676929792,0.008769126608967781,0.09364361315965652,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.00020614307140931487,0.0009252580464817868,0.011598254553973675,0.0,0.0075452737510204315,0.08686353266239166,8.037200231885071,27.7914088538615,52.14906607271405,93.5754314343445,318.3721035425552,4112.771649797689,1473328976.36394,38383.96769960005
1.0,29826.0,1.9,1.0,202.0,6.733333333333333e-05,2.6554882154882153e-06,1.8542262400341622e-06,2.1165692571052845e-12,1.4548433788917915e-06,2.6554882154882043e-06,0.693069306930693,0.14356435643564355,0.04950495049504951,0.034653465346534656,0.019801980198019802,0.01485148514851485,0.009900990099009901,0.0,0.0,0.0,0.0049504950495049506,0.009900990099009901,0.0049504950495049506,0.0,0.01485148514851485,0.01,0.01,0.01,0.02,0.04,-1.791425014814287,0.11710635703886994,0.34220806103724377,-0.008200359738970752,0.055512923017510235,0.0030816846219480173,2.0,2.0,3.0,4.0,7.000000000000001,4.142850105906113,4.741096175029918,22.47799294088332,51383.5,155845.5,279255.5,439096.0,674044.5,324558.3104682374,48307.96673105375,54006794360.392426,232393.61944853913,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0012886597542092204,0.011915342882275581,0.0001627279691319027,0.007978091947734356,0.08932016789913177,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0012484393082559109,0.010420556180179119,0.0,0.006671186536550522,0.08167733252048492,7.894071432936471,26.53249650640646,51.08657245672657,90.63859416102059,360.5177260428609,3704.3359112340017,1065875916.5167245,32647.75515279304
1.0,68835.0,1.9,1.0,213.0,7.1e-05,2.843367003367003e-06,1.4605158458342858e-06,4.209138586765524e-12,2.0516185285684873e-06,2.84336700336699e-06,0.7089201877934272,0.13145539906103287,0.06572769953051644,0.03286384976525822,0.009389671361502348,0.009389671361502348,0.0,0.004694835680751174,0.004694835680751174,0.004694835680751174,0.0,0.0,0.004694835680751174,0.004694835680751174,0.018779342723004695,0.01,0.01,0.01,0.01,0.03,-1.811469305219007,0.10930635603948693,0.33061511768140145,-0.017149349737875495,0.021831236972888343,0.0004766029077664069,2.0,2.0,2.0,4.0,7.000000000000001,5.359022056869519,11.2381112409799,126.29514426463882,49772.600000000006,160350.8,285824.5,437949.69999999995,653106.3000000002,323467.7945590994,58531.196186798225,51817824730.43957,227635.28885135445,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0009990012040361762,0.010197589173913002,0.00015815635408211357,0.006711386609822512,0.08192305266857147,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0010741138830780983,0.009740829467773438,0.0,0.0064172642305493355,0.08010783046483994,8.516459923371439,26.069523308315546,49.396037030557636,86.05001695968095,325.5440534139031,3177.672781526724,939114325.3017176,30644.97226792215
1.0,56645.0,1.9,1.0,224.0,7.466666666666666e-05,2.7817508417508423e-06,1.743274757102642e-06,4.02126544456915e-12,2.0053093139386627e-06,2.781750841750829e-06,0.7053571428571429,0.15178571428571427,0.044642857142857144,0.008928571428571428,0.03125,0.013392857142857142,0.013392857142857142,0.0,0.0,0.008928571428571428,0.004464285714285714,0.004464285714285714,0.0,0.004464285714285714,0.008928571428571428,0.01,0.01,0.01,0.01,0.03,-1.8830466362939735,0.07515257574332508,0.27413970114400626,-0.014465060021028361,0.028939144836362247,0.0008374741038599516,2.0,2.0,2.0,3.0,7.000000000000001,3.8304372197309418,3.590734424011061,12.893373703778046,49024.0,160519.0,277317.0,419099.0,639862.0,314880.79188121186,56685.475318937395,49452450153.98951,222379.0686058144,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0010741138830780983,0.012423978187143803,0.0001582572904991843,0.009374981746077538,0.09682448953390121,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.0011223343899473548,0.010436110198497772,0.0,0.006936428602784872,0.08328522741794586,8.296296240761876,25.772982176218648,47.46107508277055,84.43991262454074,293.40570934768766,4139.08325877697,1595340013.4260879,39941.70769291278
1.0,91122.0,1.9,1.0,238.0,7.933333333333333e-05,2.925521885521885e-06,1.9804452005042855e-06,4.5409539797526335e-12,2.1309514259486615e-06,2.9255218855218713e-06,0.7478991596638656,0.11764705882352941,0.058823529411764705,0.02100840336134454,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.004201680672268907,0.0,0.0,0.0,0.004201680672268907,0.0,0.0,0.02100840336134454,0.01,0.01,0.01,0.01,0.03,-1.9202441250323303,0.07680775557458731,0.27714212161738844,-0.01426221855331731,0.029827923338229718,0.0008897050106713091,2.0,2.0,2.0,3.0,6.0,4.665602950040776,9.64459619160409,93.01823569910414,49239.4,162093.9,292850.5,458091.39999999997,688556.2000000003,335230.4171831588,46964.23855845982,57110509329.09482,238978.0519819651,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0007602910045534372,0.011369621381163597,0.00014767867226489977,0.008495700545608997,0.09217212349176407,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0007602910045534372,0.01063136663287878,0.0,0.00737014040350914,0.08584952354431152,7.498204214678845,25.433400745416293,47.08705769269727,78.87118665742454,256.22347870384704,3520.385155756703,1339871287.9156234,36604.25232012838
1.0,58425.0,1.9,1.0,302.0,0.00010066666666666667,4.068013468013468e-06,3.1255174682290257e-06,4.1920253942341505e-12,2.0474436241894795e-06,4.068013468013449e-06,0.7152317880794702,0.11920529801324503,0.056291390728476824,0.019867549668874173,0.023178807947019868,0.009933774834437087,0.006622516556291391,0.0033112582781456954,0.013245033112582781,0.0,0.0033112582781456954,0.006622516556291391,0.0,0.0,0.023178807947019868,0.01,0.01,0.01,0.01,0.04,-1.9946644822643316,0.07010854666263261,0.26478018555517446,-0.005640116974040989,0.06725672123513304,0.004523466551300395,2.0,2.0,2.0,4.0,9.0,4.505027392136586,6.802971784481953,46.28042510045756,50538.4,154971.0,274097.5,419255.8,639386.5,313144.198156682,52819.51056087758,49137514378.47107,221669.83190878967,0.0001020304043777287,0.0001020304043777287,0.0001020304043777287,0.0003124023787677288,0.0013026486849412322,0.01063265185803175,0.00015846982527154208,0.006895242724567652,0.0830375999212265,0.0001020304043777287,0.0001020304043777287,0.00020614307140931487,0.0003124023787677288,0.001377410371787846,0.010692203417420387,0.0,0.006696718744933605,0.08183348178863525,7.872689775715117,25.358187770261427,46.95352428033948,84.63031317422865,391.14200020849245,3296.324012762161,971798655.8152379,31173.685310133576
