0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
3,100000.0,1.5,1,1996,0.0006653333333333333,0.00012247029239766027,0.013157894736842105,0.02631578947368421,0.06578947368421052,0.14473684210526316,0.3815789473684211,-0.34096780164432894,0.23938919939542339,0.000360360398190096,0.0013526568654924631,0.004444444086402655,0.014054055325686932,0.06557377427816391,0.031234182,0.009699094,55.57910493365489,303.9599786961917,1077.754154666327,3602.332213671878,16122.652253746986,7076.755558905676,600479417.2431183,0.00017777777975425124,0.0011428572470322251,0.0031796505209058523,0.009009009227156639,0.03272727131843567,0.016863506,0.0037839925
3,100000.0,1.5,1,1365,0.000455,6.444923976608068e-05,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.09210526315789473,0.2894736842105263,-1.0334991527989463,0.2724159673313229,0.00017777777975425124,0.0007304602186195552,0.0020202018786221743,0.007705478463321924,0.04999999701976776,0.027227802,0.010340692,36.57653373997891,149.23893458565,526.8941915710457,1961.443551927805,12974.058200001717,7090.939143510884,1063431268.5005857,0.00017777777975425124,0.0005479452665895224,0.0017910449532791972,0.005824006628245115,0.030672946944832802,0.017260494,0.00509714
3,100000.0,1.5,1,1659,0.000553,9.490327485380026e-05,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.14473684210526316,0.373684210526317,-0.5524511424301959,0.338882918725423,0.00017777777975425124,0.0009389671613462269,0.0037290723994374275,0.013333332724869251,0.07111112028360367,0.03523845,0.012586976,41.356853793124905,213.21946296610403,914.7191733899526,3437.983979439263,18719.440121637286,8274.963354874657,916921100.8410141,0.00017777777975425124,0.0006485346239060163,0.002741872100159526,0.008577627129852772,0.03192848339676857,0.018829484,0.0058879335
3,100000.0,1.5,1,1462,0.0004873333333333333,7.263263157894635e-05,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.10526315789473684,0.27631578947368424,-0.8733389051107171,0.2609821872536112,0.00017777777975425124,0.0007407407974824309,0.002500000176951289,0.008695650845766068,0.05121638998389244,0.027094118,0.009462014,39.79646063580876,171.1478322766925,611.7221253834432,2284.2695364770702,13636.99593740256,6883.381535290583,833212924.0606457,0.00017777777975425124,0.0007407407974824309,0.0022564100800082088,0.006309076212346554,0.0310446135699749,0.01640854,0.0043539642
3,100000.0,1.5,1,1834,0.0006113333333333333,8.732935672514456e-05,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.09210526315789473,0.2894736842105263,-1.0133975643846405,0.38305568917009225,0.00017777777975425124,0.0007304602186195552,0.0020510940812528133,0.007144315168261528,0.046712808310985565,0.025971232,0.009713296,37.20826922022971,157.8892386741936,526.6757059246302,1936.038070064038,11474.694417703153,6163.153358914255,805228876.8568976,0.00017777777975425124,0.0007304602186195552,0.0020202018786221743,0.006153845228254795,0.031127943098545077,0.016604738,0.0045979694
4,100000.0,1.3,1,206,6.866666666666666e-05,8.772631578947383e-06,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.06578947368421052,0.2828947368421053,-0.8931862385902227,0.76651962230594,0.00017777777975425124,0.000360360398190096,0.0013526568654924631,0.006535947322845459,0.08559633046388626,0.060308214,0.038759656,21.738080241676656,105.10699595324112,344.4301181449555,1801.3552858214814,24599.68849829287,16524.323469885407,5059241402.155138,0.00017777777975425124,0.000360360398190096,0.0015015016542747617,0.006036217324435711,0.03492063283920288,0.027421901,0.011972774
4,100000.0,1.3,1,515,0.00017166666666666667,2.8737309941520504e-05,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.14473684210526316,0.39473684210526316,-0.6073481194573672,0.6337507568364588,0.00017777777975425124,0.0007407407974824309,0.003841807832941413,0.013698630034923553,0.07878788560628891,0.0405217,0.016252615,38.631247179349884,189.09865122637711,841.865652049426,3646.845165520906,20891.679007172585,9313.97545106446,1184815882.5530035,0.00017777777975425124,0.0007304602186195552,0.0027513231616467237,0.00969697069376707,0.039232783019542694,0.02461809,0.008430803
4,100000.0,1.3,1,342,0.000114,1.7240233918128686e-05,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.09210526315789473,0.32894736842105265,-0.6951325676768181,0.4009729166556875,0.00017777777975425124,0.0007304602186195552,0.002741872100159526,0.010232558473944664,0.06616257131099701,0.039007083,0.018625716,33.04038323855493,145.75057122194266,612.7174205871997,2779.1679200911885,19334.62152175046,9834.015004181134,1673613352.7732031,0.00017777777975425124,0.0007407407974824309,0.002283105393871665,0.007787449285387993,0.03733333200216293,0.022376254,0.007752617
4,100000.0,1.3,1,323,0.00010766666666666666,1.908350877192984e-05,0.013157894736842105,0.013157894736842105,0.05263157894736842,0.17105263157894737,0.32894736842105265,-0.42253504963193866,0.6071797043445074,0.00017777777975425124,0.0011428572470322251,0.0050909086130559444,0.02419753186404705,0.1873159736394881,0.07085282,0.033735335,45.91078634152656,286.7066723112483,1392.7450150251389,6186.229854889585,42085.47018543183,17486.532020105464,2650816952.477387,0.00017777777975425124,0.0009389671613462269,0.003010752610862255,0.0091851856559515,0.03999999538064003,0.025386034,0.009815169
4,100000.0,1.3,1,378,0.000126,1.7831929824561462e-05,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.07894736842105263,0.32894736842105265,-0.9203978821556842,0.7921086942321011,0.00017777777975425124,0.000360360398190096,0.0020202018786221743,0.008695650845766068,0.06882479786872864,0.03949248,0.019008465,27.271381649002436,111.87581005104438,493.5357595864334,2308.9020913015115,18470.842165047405,10524.430181375716,1754560991.502965,0.00017777777975425124,0.000360360398190096,0.0013557443162426353,0.00476190447807312,0.024697335436940193,0.0161816,0.0055334815
5,100000.0,1.1,1,78,2.6e-05,4.1796491228070215e-06,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.15657894736842104,0.40789473684210525,-0.46543225868945837,1.3903606211293877,0.00017777777975425124,0.000360360398190096,0.0027513231616467237,0.014776358846574996,0.08518519252538681,0.07389624,0.05010788,8.404586760106033,87.92899653312054,706.0246350913076,3339.645171408354,31977.39626529812,14901.12917657206,4109818372.327841,0.00017777777975425124,0.000360360398190096,0.002500000176951289,0.0091851856559515,0.037574511021375656,0.03477166,0.023051376
5,100000.0,1.1,1,203,6.766666666666667e-05,7.626783625731005e-06,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.05263157894736842,0.2078947368421054,-1.0711473209052782,0.26587819093818543,0.00017777777975425124,0.000360360398190096,0.001110699726268649,0.004095003940165043,0.03305522091686734,0.02888406,0.015261267,20.874060444516367,100.63223222990636,275.5948168254545,978.1614096902767,9028.804748087565,7768.1412110127985,1613009214.2244713,0.00017777777975425124,0.000360360398190096,0.001110699726268649,0.003278688294813037,0.022633742541074753,0.018013425,0.007847061
5,100000.0,1.1,1,100,3.3333333333333335e-05,6.356257309941526e-06,0.013157894736842105,0.013157894736842105,0.09210526315789473,0.14868421052631575,0.3684210526315789,-0.04203905056515919,0.7744334861870441,0.00017777777975425124,0.0017910449532791972,0.006535947322845459,0.022857140749692917,0.147011137008667,0.06788645,0.032154813,23.990578044496946,267.3070546054281,1356.320180594921,6682.068409107622,52070.129042816174,22643.711080860758,5074684222.678105,0.00017777777975425124,0.001103270624298602,0.0027513231616467237,0.00969697069376707,0.039921564236283374,0.021200774,0.0061497586
5,100000.0,1.1,1,104,3.4666666666666665e-05,7.648187134502933e-06,0.013157894736842105,0.013157894736842105,0.06578947368421052,0.31710526315789467,0.4473684210526316,0.07325004461676111,1.5257501452907969,0.00017777777975425124,0.0014834735775366233,0.010793651454150677,0.03999999538064003,0.5490195751190186,0.13249703,0.065959886,19.794239129964264,202.321863245347,1923.822067240253,9789.075812458235,120434.82318309552,31040.675061006066,4761476025.064677,0.00017777777975425124,0.0022564101964235306,0.010793651454150677,0.019354838877916336,0.2301136553287506,0.07843072,0.03977965
5,100000.0,1.1,1,98,3.266666666666666e-05,5.158596491228075e-06,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.1421052631578945,0.42499999999999993,-0.6463394963798842,0.8505282700916778,0.00017777777975425124,0.000360360398190096,0.0022564101964235306,0.011382113210856915,0.07923198267817526,0.05130233,0.0276333,13.541191261657517,88.47621431698208,410.0326451472938,2866.5340287068852,28474.271921998647,11801.697519953606,2144161675.8438678,0.00017777777975425124,0.000360360398190096,0.0022564101964235306,0.00969697069376707,0.03999999538064003,0.024834897,0.010729649
